Untitled report
1 December 2025 - 1 March 2026
Campaign,Day,Currency code,Cost,Clicks,Impr.,Conversions,Conv. value,Cost / conv.
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-01,GBP,2402.43,"1,784","105,959",212.62,"56,099.56",11.30
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-01,GBP,373.08,581,"2,366",34.95,"7,726.89",10.67
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-01,GBP,1646.77,"2,329","151,343",187.14,"28,789.85",8.80
JP_JA_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-01,GBP,782.23,"1,752","90,079",76.47,"14,349.22",10.23
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-01,GBP,1200.07,"1,341","2,296",164.37,"42,241.70",7.30
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-01,GBP,96.18,116,651,6.71,"2,091.70",14.34
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-01,GBP,881.93,960,"105,564",47.77,"8,908.79",18.46
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-01,GBP,1410.49,"1,536","129,256",52.58,"11,322.19",26.82
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-01,GBP,1618.65,"1,516","3,232",152.78,"24,460.88",10.59
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-01,GBP,297.96,376,"1,542",32.75,"5,976.82",9.10
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-01,GBP,1234.01,631,"7,889",39.60,"11,288.92",31.16
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-01,GBP,655.71,706,"9,641",29.03,"3,632.57",22.59
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-01,GBP,593.27,554,"9,474",8.00,"1,720.74",74.16
UK_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-01,GBP,108.00,61,"5,482",3.73,996.84,28.95
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-01,GBP,335.56,155,"3,290",5.49,"1,553.74",61.13
US_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-01,GBP,205.29,88,"6,428",5.55,"1,703.03",37.01
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-01,GBP,1144.70,621,"8,545",16.31,"3,511.60",70.19
DE_DE_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-01,GBP,206.37,451,"29,707",7.36,"1,805.43",28.05
AU_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-01,GBP,101.79,60,"7,883",3.80,364.66,26.76
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-01,GBP,259.50,151,"1,839",3.06,488.30,84.68
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-02,GBP,1921.94,"1,790","113,079",196.20,"52,324.21",9.80
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-02,GBP,307.15,428,"1,941",28.41,"5,588.90",10.81
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-02,GBP,1140.13,"1,812","144,834",125.42,"19,999.52",9.09
JP_JA_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-02,GBP,623.81,"1,400","95,206",32.52,"5,830.17",19.18
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-02,GBP,993.62,"1,113","3,182",124.28,"31,252.73",7.99
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-02,GBP,72.67,74,471,2.14,391.38,33.95
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-02,GBP,639.33,802,"89,316",40.27,"7,270.28",15.87
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-02,GBP,1418.03,"1,549","131,696",50.04,"10,063.06",28.34
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-02,GBP,1155.04,"1,171","4,866",137.96,"22,634.19",8.37
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-02,GBP,108.64,229,955,9.39,"1,332.33",11.57
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-02,GBP,855.95,500,"6,664",30.40,"7,059.99",28.16
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-02,GBP,487.95,545,"8,145",21.21,"2,538.05",23.00
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-02,GBP,513.18,469,"6,647",15.41,"3,069.27",33.30
UK_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-02,GBP,45.35,11,"2,033",1.30,253.49,34.97
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-02,GBP,235.99,97,"2,247",11.84,"2,994.90",19.93
US_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-02,GBP,130.45,51,"4,299",0.44,31.87,295.84
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-02,GBP,771.17,442,"6,505",3.74,918.16,206.25
DE_DE_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-02,GBP,96.26,185,"13,942",2.23,506.64,43.14
AU_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-02,GBP,79.21,65,"7,959",0.00,0.00,0
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-02,GBP,176.74,104,"1,251",3.35,755.95,52.73
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-03,GBP,1534.28,"1,128","97,310",101.89,"26,604.99",15.06
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-03,GBP,302.67,483,"2,059",28.45,"6,340.98",10.64
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-03,GBP,943.41,"1,218","129,519",94.50,"14,481.80",9.98
JP_JA_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-03,GBP,615.28,"1,389","98,550",51.91,"9,896.77",11.85
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-03,GBP,548.09,737,"3,464",75.18,"16,992.16",7.29
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-03,GBP,91.01,83,450,3.83,"1,061.48",23.74
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-03,GBP,424.87,515,"69,683",19.84,"3,361.02",21.42
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-03,GBP,1124.82,"1,239","120,093",49.21,"9,606.63",22.86
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-03,GBP,1445.12,"1,324","5,466",116.82,"17,229.04",12.37
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-03,GBP,231.47,217,962,17.61,"3,113.05",13.15
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-03,GBP,696.01,435,"5,489",19.65,"4,988.98",35.43
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-03,GBP,425.28,517,"6,909",18.18,"3,312.43",23.39
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-03,GBP,458.37,468,"6,029",7.11,"1,546.77",64.46
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-03,GBP,218.63,105,"1,934",3.00,587.26,72.88
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-03,GBP,624.50,362,"4,700",7.42,"1,070.87",84.15
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-03,GBP,131.25,69,885,0.54,144.66,241.47
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-04,GBP,1490.69,"1,040","94,832",62.12,"15,088.66",24.00
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-04,GBP,226.90,360,"1,521",11.50,"2,771.94",19.73
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-04,GBP,1075.35,"1,487","115,985",76.66,"12,164.56",14.03
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-04,GBP,534.68,568,"2,715",39.17,"8,590.28",13.65
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-04,GBP,38.73,56,362,3.67,"1,185.03",10.56
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-04,GBP,319.73,456,"57,241",12.02,"2,502.22",26.60
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-04,GBP,1134.16,"1,220","121,512",18.98,"5,356.45",59.76
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-04,GBP,917.94,772,"3,370",50.64,"9,213.38",18.13
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-04,GBP,171.03,175,652,9.50,"1,534.05",18.00
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-04,GBP,464.44,270,"3,619",8.99,"2,005.89",51.65
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-04,GBP,195.02,178,"2,817",8.50,697.15,22.94
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-04,GBP,136.61,147,"2,783",1.00,193.81,136.61
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-04,GBP,81.48,35,858,1.54,302.51,52.84
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-04,GBP,198.42,121,"1,541",3.69,491.04,53.79
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-05,GBP,1298.65,"1,066","86,160",69.65,"16,854.27",18.64
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-05,GBP,178.65,324,"1,087",9.51,"3,005.08",18.79
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-05,GBP,985.49,"1,466","108,484",71.36,"11,007.59",13.81
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-05,GBP,515.23,564,"2,250",37.39,"10,161.52",13.78
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-05,GBP,27.64,43,260,3.00,804.59,9.21
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-05,GBP,268.42,417,"46,538",12.24,"2,505.73",21.92
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-05,GBP,927.94,"1,251","116,190",29.25,"10,489.18",31.72
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-05,GBP,832.13,723,"2,850",25.10,"3,512.70",33.15
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-05,GBP,158.32,171,722,4.50,515.49,35.18
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-05,GBP,146.27,92,"1,811",3.56,886.65,41.14
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-05,GBP,154.28,147,"2,352",4.00,740.40,38.57
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-05,GBP,123.91,131,"2,166",3.00,784.14,41.30
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-05,GBP,163.96,95,"1,490",3.28,768.71,49.93
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-06,GBP,1183.05,"1,050","75,027",66.25,"17,945.83",17.86
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-06,GBP,122.71,307,972,8.23,"2,279.70",14.90
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-06,GBP,1004.61,"1,744","114,949",65.90,"12,184.08",15.25
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-06,GBP,373.46,536,"1,932",32.20,"6,992.77",11.60
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-06,GBP,18.98,32,260,1.00,154.25,18.98
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-06,GBP,338.98,548,"46,703",24.20,"4,225.79",14.01
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-06,GBP,1235.28,"2,261","162,778",48.80,"12,942.46",25.31
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-06,GBP,581.19,704,"2,608",60.03,"9,279.72",9.68
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-06,GBP,109.15,161,703,5.00,970.61,21.83
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-06,GBP,168.77,103,"1,456",3.00,571.52,56.26
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-06,GBP,166.31,158,"2,325",3.27,520.10,50.81
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-06,GBP,131.53,136,"2,167",2.00,480.49,65.77
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-06,GBP,197.11,124,"1,874",2.00,347.65,98.56
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-07,GBP,1365.19,"1,202","87,205",68.02,"16,863.57",20.07
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-07,GBP,189.23,378,"1,487",8.27,"1,996.71",22.88
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-07,GBP,1362.22,"2,409","164,906",96.77,"16,130.29",14.08
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-07,GBP,509.54,645,"2,645",27.98,"7,216.98",18.21
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-07,GBP,15.62,49,300,4.00,518.65,3.90
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-07,GBP,396.44,608,"50,121",22.04,"5,865.65",17.99
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-07,GBP,1850.34,"3,604","250,446",57.50,"13,065.53",32.18
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-07,GBP,636.06,866,"3,795",56.18,"12,304.16",11.32
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-07,GBP,59.60,133,687,6.00,"1,148.31",9.93
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-07,GBP,171.00,117,"1,632",3.00,"1,261.92",57.00
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-07,GBP,190.96,196,"2,826",8.00,"1,155.80",23.87
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-07,GBP,169.16,189,"3,011",4.02,586.99,42.13
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-07,GBP,237.51,162,"1,914",1.50,450.73,158.34
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-08,GBP,1301.91,"1,081","80,583",92.00,"25,091.18",14.15
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-08,GBP,94.83,325,"1,433",13.00,"2,988.52",7.29
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-08,GBP,943.97,"1,679","121,323",74.61,"14,296.91",12.65
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-08,GBP,608.64,716,"3,091",62.16,"14,777.26",9.79
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-08,GBP,44.71,57,296,1.00,123.68,44.71
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-08,GBP,279.97,511,"45,141",19.85,"2,801.93",14.10
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-08,GBP,1438.97,"4,535","224,456",62.16,"14,502.60",23.15
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-08,GBP,728.20,953,"3,978",58.95,"8,219.64",12.35
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-08,GBP,81.40,154,667,3.00,633.25,27.13
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-08,GBP,189.36,116,"1,584",5.26,"1,223.30",36.00
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-08,GBP,111.64,129,"1,671",5.00,877.40,22.33
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-08,GBP,99.86,108,"1,847",0.00,0.00,0
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-08,GBP,159.93,106,"1,460",1.00,235.45,159.93
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-09,GBP,1040.20,957,"66,008",91.89,"20,413.57",11.32
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-09,GBP,128.09,349,"1,599",9.27,"2,225.20",13.82
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-09,GBP,749.61,"1,409","106,486",93.15,"16,307.27",8.05
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-09,GBP,636.53,676,"2,992",32.63,"7,684.88",19.51
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-09,GBP,23.20,39,215,3.50,"1,297.75",6.63
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-09,GBP,247.51,418,"34,762",23.01,"3,757.14",10.76
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-09,GBP,1002.75,"3,587","143,493",41.87,"11,391.44",23.95
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-09,GBP,714.48,913,"3,999",113.21,"8,785.81",6.31
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-09,GBP,48.33,127,583,0.00,0.00,0
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-09,GBP,165.43,107,"1,190",7.26,"2,148.70",22.79
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-09,GBP,89.54,104,"1,430",5.50,"1,057.30",16.28
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-09,GBP,102.07,125,"1,776",2.00,"1,243.80",51.03
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-09,GBP,115.66,95,"1,271",0.14,39.58,798.89
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-10,GBP,969.19,889,"59,205",55.19,"12,097.67",17.56
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-10,GBP,132.16,344,"1,558",8.50,"1,697.26",15.55
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-10,GBP,471.96,797,"58,444",51.60,"9,630.60",9.15
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-10,GBP,414.10,584,"2,655",28.09,"6,800.53",14.74
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-10,GBP,21.65,52,249,0.00,0.00,0
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-10,GBP,236.62,424,"35,224",17.90,"2,766.67",13.22
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-10,GBP,974.18,"3,150","116,234",24.59,"5,066.28",39.61
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-10,GBP,862.34,936,"3,811",65.50,"9,921.27",13.17
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-10,GBP,80.28,149,616,7.13,946.32,11.26
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-10,GBP,137.47,93,"1,001",8.00,"1,962.52",17.18
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-10,GBP,77.69,86,"1,036",3.00,696.80,25.90
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-10,GBP,91.07,109,"1,847",0.00,0.00,0
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-10,GBP,176.47,114,"1,441",1.50,345.82,117.65
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-11,GBP,790.74,770,"50,177",62.73,"14,185.98",12.61
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-11,GBP,144.35,337,"1,775",12.27,"2,189.93",11.76
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-11,GBP,161.56,390,"30,750",16.62,"2,350.46",9.72
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-11,GBP,426.35,565,"2,704",44.00,"11,865.80",9.69
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-11,GBP,17.42,40,199,2.31,580.90,7.54
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-11,GBP,202.28,365,"31,815",7.42,"1,320.27",27.27
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-11,GBP,909.73,"3,821","131,142",47.00,"11,943.31",19.36
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-11,GBP,367.92,426,"1,588",56.12,"6,189.21",6.56
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-11,GBP,110.07,158,631,3.40,727.27,32.34
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-11,GBP,108.97,65,818,4.16,"1,791.60",26.22
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-11,GBP,31.92,37,598,1.00,165.60,31.92
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-11,GBP,99.73,108,"2,044",1.00,285.40,99.73
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-11,GBP,122.28,98,"1,235",2.90,606.02,42.09
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-12,GBP,855.51,719,"46,934",74.40,"20,488.73",11.50
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-12,GBP,255.59,367,"1,755",5.60,748.58,45.62
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-12,GBP,184.27,374,"27,002",26.73,"5,820.67",6.89
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-12,GBP,379.87,523,"2,532",37.32,"9,579.45",10.18
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-12,GBP,16.13,45,172,0.40,16.00,40.33
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-12,GBP,202.45,360,"28,147",19.76,"3,090.83",10.25
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-12,GBP,962.37,"4,500","126,451",36.97,"12,330.95",26.03
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-12,GBP,254.87,340,"1,089",36.94,"4,246.01",6.90
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-12,GBP,58.48,126,536,2.00,332.53,29.24
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-12,GBP,107.14,69,962,3.50,859.73,30.61
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-12,GBP,56.82,63,728,4.50,447.70,12.63
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-12,GBP,111.47,122,"2,207",2.67,668.74,41.80
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-12,GBP,148.88,104,"1,414",2.00,824.95,74.44
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-13,GBP,1048.29,913,"55,435",78.02,"20,706.88",13.44
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-13,GBP,69.38,290,"1,479",8.36,"1,585.10",8.30
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-13,GBP,248.67,518,"34,438",30.10,"5,307.79",8.26
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-13,GBP,380.74,540,"2,620",29.83,"8,020.69",12.76
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-13,GBP,24.42,48,213,1.00,304.79,24.42
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-13,GBP,303.68,571,"35,291",22.92,"3,709.20",13.25
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-13,GBP,932.55,"3,115","105,288",49.81,"12,670.01",18.72
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-13,GBP,282.25,386,"1,338",34.25,"2,724.16",8.24
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-13,GBP,67.42,144,634,7.25,"1,297.20",9.30
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-13,GBP,130.68,89,"1,248",7.16,"1,547.31",18.25
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-13,GBP,63.08,72,941,10.50,"2,268.20",6.01
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-13,GBP,140.08,170,"3,155",0.11,14.07,1233.64
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-13,GBP,149.02,122,"1,819",3.00,656.77,49.67
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-14,GBP,1186.16,"1,018","59,413",95.95,"26,614.13",12.36
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-14,GBP,71.54,350,"1,849",16.15,"4,898.07",4.43
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-14,GBP,332.33,689,"45,984",23.23,"3,691.36",14.31
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-14,GBP,349.67,568,"2,683",53.15,"14,524.18",6.58
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-14,GBP,14.64,32,203,0.69,283.02,21.21
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-14,GBP,255.32,553,"35,523",22.55,"4,417.37",11.32
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-14,GBP,1337.27,"4,063","132,989",47.89,"12,301.98",27.92
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-14,GBP,351.72,453,"1,535",38.13,"4,351.69",9.22
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-14,GBP,56.61,171,717,4.11,742.55,13.76
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-14,GBP,185.46,104,"1,526",10.00,"2,809.62",18.55
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-14,GBP,93.53,115,"1,460",6.14,753.59,15.23
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-14,GBP,216.77,252,"4,295",5.00,"1,162.34",43.35
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-14,GBP,129.34,106,"1,641",2.64,532.74,48.90
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-15,GBP,1071.52,952,"59,302",83.18,"20,954.06",12.88
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-15,GBP,301.43,361,"1,884",14.54,"4,394.41",20.73
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-15,GBP,289.58,585,"39,157",37.22,"6,844.00",7.78
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-15,GBP,428.68,600,"2,693",43.71,"12,305.76",9.81
